Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
7505,7E68c2aeE2A2e2C,"Rangel, Villa and Shepard",http://hall-hurst.com/,Cook Islands,Adaptive global process improvement,2004,Mining / Metals,1056
7506,B3aAeA7BbCEfFdc,Cobb-Randolph,https://giles.com/,Guam,Organized analyzing focus group,2004,Semiconductors,7236
7507,FD9ed6CA54149b5,Bailey Ltd,http://holder.com/,Nigeria,Streamlined client-server utilization,2005,Think Tanks,7013
7508,428Da7Ffca3afFB,Garcia and Sons,https://molina.info/,Liechtenstein,Object-based cohesive projection,2017,Fundraising,1611
7509,C20A60A8A4E7C49,"Rocha, Pennington and Stein",http://www.lynch.org/,Western Sahara,Face-to-face cohesive analyzer,2015,Philanthropy,9827
7510,dbFdAfa73D6b891,"Gallegos, Manning and Hendrix",https://www.padilla.biz/,Swaziland,Pre-emptive high-level throughput,2016,Information Services,9497
7517,33FbDCfC8634563,Jennings Group,http://woodward.com/,Guinea-Bissau,Ergonomic global project,2001,Legislative Office,2266
7518,71CA9c0fFDdE8Fe,Cabrera PLC,https://stephenson-ramos.com/,Austria,Ergonomic directional artificial intelligence,2020,Machinery,169
7520,d0baae64019bf9C,Buckley-Mooney,https://stokes-hayden.com/,Christmas Island,Business-focused homogeneous neural-net,2020,Facilities Services,9312
7522,61987eBAaaC3b9B,"Guerra, Johnson and Baldwin",https://melton-dorsey.com/,Iraq,Organized transitional interface,2009,Mining / Metals,3116
7524,f43d7BAe2Def8aB,"Small, George and Bautista",https://simpson.info/,Senegal,Reduced directional installation,2011,Events Services,1138
7528,D88dEa6A2CC2A73,Torres Ltd,http://hopkins.net/,Niue,Integrated interactive service-desk,2014,Legislative Office,9252
7529,E2FDF3283de7FDD,"Jacobs, Church and Olsen",https://www.trevino.com/,Uruguay,Cross-group incremental superstructure,2011,Consumer Goods,1620
7530,3f2AdB0F4838eb7,Kemp-Landry,https://www.daugherty.biz/,Venezuela,Face-to-face static portal,2005,Food / Beverages,1520
7531,fD9D8D7AAdE4BAe,"Stewart, Huang and Wagner",https://andersen.net/,Tunisia,Reduced 24/7 open architecture,2003,Information Services,252
7533,BE060cC10fAeF43,"Peterson, Ryan and Simon",http://www.atkinson.com/,Afghanistan,Multi-channeled composite instruction set,2010,Motion Pictures / Film,7569
7534,4BB54E7e8eD01ff,Petersen Inc,http://sweeney.com/,Costa Rica,Integrated responsive open architecture,2001,Building Materials,1938
7535,dc5837e397BaFB0,Neal PLC,https://www.spence.com/,Saint Vincent and the Grenadines,Customer-focused mission-critical firmware,2004,Utilities,305
7536,ed7aCF6E57F8D8e,Acevedo and Sons,http://www.david.com/,Tokelau,Configurable asymmetric function,2008,Luxury Goods / Jewelry,3974
7537,CAA3eEC5B5DB22d,Barr-Jimenez,https://malone-goodwin.com/,Uzbekistan,Horizontal static moderator,2014,Legislative Office,2720
7539,2BE8432BdD4D86E,Castro and Sons,https://mayo.com/,Netherlands Antilles,Polarized impactful utilization,2020,Executive Office,6052
7543,A5eaAf7caBBffbC,Cardenas Ltd,https://www.mooney.com/,Austria,Future-proofed background ability,2003,Veterinary,2840
7544,07840816fA82bcd,"Archer, Barajas and Woodard",http://burnett.com/,Malawi,Reactive tangible standardization,2002,Events Services,2301
7545,0edBfcac1e4d7Fd,Hughes Inc,https://bennett.com/,Cape Verde,Digitized bottom-line superstructure,2019,Photography,2305
7546,6e64d7b74dEB1Bb,Mcgee Group,http://www.hunt.com/,Guernsey,Operative background projection,2020,International Trade / Development,9992
7547,BA6e7E4DFebE4DD,"Woods, Brewer and Tapia",https://andersen.com/,Dominican Republic,Vision-oriented stable parallelism,2012,Warehousing,1771
7548,F4dBaAA15aF35e6,"Schwartz, Ramirez and Michael",https://arellano.biz/,Oman,Robust 3rdgeneration groupware,2018,Design,6500
7549,Bf0f5BD99A6b7fC,"Hobbs, Camacho and Cobb",http://rosario.com/,Somalia,Balanced system-worthy archive,2009,Construction,831
7551,Bfc5938dd1A4dcf,Frost-Wilkins,http://fernandez.com/,Bosnia and Herzegovina,Re-contextualized object-oriented open system,2019,Fine Art,4377
7556,68D44EA0adCB7fF,Carpenter-Ali,https://www.boyle-lloyd.com/,Hong Kong,Assimilated bandwidth-monitored solution,2015,Market Research,3634
7558,7bb039d381319c5,"Nash, Burns and Pitts",https://www.macias.biz/,Cook Islands,Reduced neutral superstructure,2002,Logistics / Procurement,9115
7563,2fCFeBe7dB8376f,"Macdonald, Hester and Jimenez",https://www.richmond.com/,Senegal,Ergonomic context-sensitive application,2017,Business Supplies / Equipment,1397
7564,59c3F3EcB29E112,Cantu-Cline,https://www.whitaker-buckley.org/,Spain,Object-based zero administration process improvement,2009,Entertainment / Movie Production,4853
7566,3BFBBe9edCe52da,Owens Group,https://www.levy-gilmore.com/,Malawi,Assimilated encompassing workforce,2003,Sports,488
7567,B92CB8E75dC5d42,"Lowery, Lewis and Pham",http://www.moreno.org/,Kiribati,Right-sized directional migration,2003,Design,816
7571,767F3A9fd72Ca95,Arnold Inc,https://www.bradley.com/,Singapore,Customizable optimizing protocol,2014,Military Industry,9075
7572,BD8E290cFdA221b,Wu and Sons,http://miller.com/,New Caledonia,Optional 24hour data-warehouse,2011,Machinery,2485
7576,d2004C50A3b5663,Hatfield-Chandler,http://burton-matthews.com/,Macedonia,Horizontal dedicated Graphical User Interface,2012,Performing Arts,5062
7580,3d6f5c8f5d0FC70,Howell-Clayton,https://strong.org/,Martinique,Streamlined grid-enabled intranet,2007,Cosmetics,139
7581,CBdeF9e5EfcBD78,Mendez PLC,http://dominguez-schmitt.com/,Tonga,Public-key context-sensitive software,2012,Food / Beverages,707
7582,f9EdBC859AFF8df,Herrera and Sons,http://www.kent.com/,Finland,Re-contextualized value-added function,2007,Judiciary,7796
7585,fb1bc9D83adfCc6,Koch-Norton,http://www.hubbard.org/,Timor-Leste,Fully-configurable leadingedge process improvement,2012,Facilities Services,3435
7594,1D9DeBBDe4Fea50,Santana-Levy,http://stout.com/,Argentina,Face-to-face contextually-based methodology,2016,Logistics / Procurement,4689
7595,E0911307B1b4dEa,"Powers, Hughes and Estrada",https://www.cochran.com/,Venezuela,Multi-channeled holistic standardization,2015,Education Management,4226
7599,89695f4dcC6CEb7,Evans PLC,https://hoover.com/,Chile,Face-to-face logistical productivity,2001,Legislative Office,5712
7604,60Ff3d8E0fF4C4b,Peters and Sons,http://moon.com/,South Georgia and the South Sandwich Islands,Fully-configurable analyzing service-desk,2011,Human Resources / HR,9741
7613,cdD5DE7857Ac36b,Wilkerson-Shields,http://cohen-riley.org/,Bouvet Island (Bouvetoya),Reactive bottom-line intranet,2014,Printing,2338
7615,B59704F58FEc9c6,Horne and Sons,https://www.hall-myers.biz/,Slovakia (Slovak Republic),Devolved heuristic algorithm,2008,Mining / Metals,5308
7618,20e665ddd7BcC77,Mckinney-Farmer,http://www.moon-pennington.com/,Bhutan,Expanded system-worthy moratorium,2001,Entertainment / Movie Production,3679
7619,CF6a5F03adC2d20,"Conrad, Ortiz and Mata",http://www.strickland-davies.org/,Hong Kong,Visionary transitional solution,2009,Import / Export,2658
7620,C4113144d5dAF6E,Hobbs LLC,http://www.walker-chang.com/,Israel,Cross-group didactic structure,2021,Consumer Electronics,3646
7625,e257b95c63D277F,"Parker, Downs and Hester",http://www.buck.biz/,Burundi,Diverse tertiary projection,2016,Education Management,2262
7632,86e6fc1cad11C3d,Avery and Sons,https://www.hancock.com/,Svalbard & Jan Mayen Islands,Expanded secondary framework,2004,Library,7759
7637,15D6A3EA2B98fbF,Moreno PLC,http://www.davenport.biz/,Hong Kong,Fundamental human-resource attitude,2017,Cosmetics,7635
7638,60cBFFECdcBe66A,"Park, Spence and Frederick",https://mcdowell.com/,Samoa,Down-sized static circuit,2006,Alternative Medicine,4531
7639,2Ced5a4Bf6aafcb,Castro Ltd,http://www.ball-randall.org/,Syrian Arab Republic,De-engineered zero-defect functionalities,2015,Museums / Institutions,3779
7641,D72bab62Dc8A6F1,Haas-Rodriguez,https://escobar.org/,Senegal,Reduced methodical archive,2016,Fine Art,4248
7649,b2CEdAd9Fd9db00,"Greer, Cervantes and Ramsey",http://www.ibarra.com/,Thailand,Upgradable interactive Graphic Interface,2011,Translation / Localization,1775
7654,a1BFb3365B30e5d,Silva Group,https://www.valdez.com/,Moldova,Re-contextualized attitude-oriented success,2021,Animation,5490
7656,3Fe337A028Cc20e,"Walsh, Oconnor and Wright",http://www.fischer-simpson.com/,New Zealand,Persevering systematic alliance,2001,Research Industry,8510
7658,cbFa5df6bcbbc7a,Koch-Freeman,https://www.carney.com/,Austria,Profit-focused maximized function,2004,Mining / Metals,4884
7659,9CCAF1Da2ed1E83,Goodwin and Sons,http://ingram.net/,Austria,Expanded demand-driven task-force,2001,Primary / Secondary Education,4258
7661,7E055aaaA37d3ef,Wise Inc,https://www.johnston.com/,Rwanda,Seamless directional budgetary management,2019,Government Administration,6878
7662,ddb20EEE6cee607,"Garcia, Murray and Atkinson",https://stokes.com/,Tanzania,Optional asynchronous toolset,2004,Retail Industry,6276
7664,24c9fB0C6d0D5Ed,Meza-Rhodes,http://blevins-hicks.info/,Netherlands,Proactive transitional migration,2011,Pharmaceuticals,2981
7667,f01dDFedC3Ddf27,"Morton, Hardin and Bass",https://www.campos.org/,Saint Lucia,Cross-group fresh-thinking monitoring,2020,Government Administration,5076
7670,afDDbb6DD0dC0cd,Huang Inc,https://www.irwin.com/,Croatia,Secured static model,2004,Motion Pictures / Film,4214
7671,36BD8fBd81252f7,Kent LLC,https://www.bryant-gomez.com/,Bolivia,Universal system-worthy firmware,2013,Construction,7049
7672,CEd12dABD9CeBE0,Moreno-Huffman,https://www.avery.org/,Belize,Synergized contextually-based hierarchy,2005,Defense / Space,2661
7673,f8F39e9D47ee3D5,Chase PLC,https://zamora-lutz.com/,Madagascar,Object-based heuristic matrices,2022,Public Relations / PR,4355
7674,6eECB940E9CE3CF,Walls-Carter,https://marquez-ritter.biz/,Congo,Ameliorated impactful superstructure,2019,Performing Arts,3532
7675,2d2BBF27aCA0b14,"Owens, Perry and Kaufman",http://hunt.org/,Tuvalu,Re-contextualized grid-enabled conglomeration,2001,Restaurants,1723
7680,695DdecCFe0d613,"Phillips, Nixon and Gentry",http://hutchinson.com/,Georgia,Proactive fault-tolerant collaboration,2013,Shipbuilding,7764
7681,cF5b78DdE1def95,Wade-Kelly,https://figueroa.com/,United States of America,Progressive analyzing focus group,2006,Other Industry,4219
7684,cC182EE3ce2a0D2,Berger PLC,http://marsh.com/,Egypt,Decentralized zero administration product,2007,Higher Education / Acadamia,5507
7685,08E9Ef068C19833,Lynch Ltd,http://www.burke-lee.com/,Colombia,Extended incremental array,2014,Tobacco,2800
7689,d03721b5d1A09EE,Vasquez Inc,https://barajas-sharp.biz/,Swaziland,Triple-buffered tertiary database,2001,Real Estate / Mortgage,3094
7692,dEeDeBaa2D1bf15,Thompson-Miles,http://randall-munoz.info/,Timor-Leste,Distributed value-added interface,2003,Investment Management / Hedge Fund / Private Equity,5791
7693,Db71B262A1FF9aA,"Flowers, White and Davies",http://www.parsons.info/,Belarus,Reactive exuding core,2008,Wholesale,1966
7698,aCc7F3c02CeFCE9,Holt-Bullock,https://www.mann.org/,Oman,Profound real-time capacity,2021,Food / Beverages,7417
7699,1FD8DcD49Dce2Fb,Abbott-Salinas,https://bird.com/,Argentina,Inverse 4thgeneration infrastructure,2006,Automotive,2877
7703,796fFb0ce8F433A,Travis LLC,http://www.martinez-conway.com/,Bermuda,Multi-channeled exuding hub,2001,Medical Equipment,1677
7705,F7beD11bEC5ffF6,Blair-Zavala,http://www.estrada.com/,Kuwait,Realigned high-level challenge,2006,Investment Management / Hedge Fund / Private Equity,3445
7710,b1fFf647A01A725,Chase PLC,http://frey.com/,Burkina Faso,Reverse-engineered 5thgeneration strategy,2020,Political Organization,1570
7711,Ec69DacE0a53bd9,"Everett, Gilbert and Phelps",http://barr.net/,Mozambique,Universal actuating intranet,2001,Chemicals,5535
7712,Cbd5D8B577926De,Conner Group,http://rich-mason.com/,Estonia,De-engineered client-server definition,2021,Non - Profit / Volunteering,1488
7713,2FabD6Fe6E23cbC,Mcfarland-Velasquez,https://www.dalton-hanson.net/,Saint Helena,Exclusive radical conglomeration,2007,Music,5075
7714,4EDead82B7A46F3,Perry LLC,https://fitzgerald-taylor.biz/,France,Up-sized 24/7 concept,2014,Other Industry,358
7717,ca9d6aF04DafBC4,"Paul, Wilkerson and Bird",http://www.andersen.biz/,Cook Islands,Streamlined content-based application,2013,Writing / Editing,574
7718,FAE2C115A633de9,Mcbride Group,http://www.reed-carr.com/,Aruba,Fundamental fault-tolerant solution,2021,Media Production,7668
7719,726BB5e2ACE91BF,Lucero-Cuevas,https://hansen.org/,Uruguay,Multi-lateral modular project,2003,Airlines / Aviation,4834
7720,b0EaeC38E45bFb3,Duarte-Hicks,http://humphrey.com/,Uzbekistan,Switchable leadingedge benchmark,2001,Outsourcing / Offshoring,530
7724,Bf6ffA791c001cD,Gardner-Camacho,http://www.ali.com/,Greece,Pre-emptive coherent access,2010,Human Resources / HR,3670
7727,af1D35BebBCF6Fb,Bonilla PLC,https://mckenzie.com/,Uganda,Multi-channeled 5thgeneration secured line,2006,Restaurants,3673
7730,a97330674b356D4,Brooks-Hodges,https://www.christian.com/,Brunei Darussalam,Customer-focused dedicated software,2015,Recreational Facilities / Services,4320
7733,eEaA8EEaba9Ea7e,Scott and Sons,http://www.meadows.com/,Bosnia and Herzegovina,Optional disintermediate ability,2004,Utilities,1582
7736,995187de3D611Dd,Gallegos Inc,https://www.peterson.biz/,Cambodia,Sharable even-keeled interface,2015,Alternative Dispute Resolution,5765
7737,6ecc3cA5964DF9c,"Murillo, Holder and Lutz",http://www.sheppard.com/,Holy See (Vatican City State),User-friendly analyzing info-mediaries,2002,Food Production,3840
7744,0E43f46B4Aa5bB6,"Travis, Webster and Sherman",http://monroe-abbott.org/,South Africa,Open-architected systemic software,2005,Restaurants,8496
7746,afcb0BD5244eDFB,Joyce-Li,http://vasquez.com/,French Polynesia,Reactive non-volatile paradigm,2013,Alternative Medicine,9596
7747,812Cdc4EA8C8C0b,Mcbride LLC,https://tapia.com/,Marshall Islands,Fundamental stable attitude,2008,Industrial Automation,9777
7748,dc8E48C10b15EEF,Dawson-Osborne,https://kaiser-glover.com/,Ukraine,Face-to-face 6thgeneration moderator,2011,Health / Fitness,7456
7750,d964FF6e4eC1aA3,"Mcintyre, Kennedy and Williamson",https://www.shelton.info/,Bolivia,Networked secondary attitude,2018,Investment Banking / Venture,7425
7751,8fc6ca2cb1aB0e8,Wyatt-Herring,http://www.walls.net/,Haiti,Function-based mission-critical alliance,2012,Law Enforcement,7106
7754,b636D8E5cDa3fFf,Doyle and Sons,https://www.holloway.com/,Congo,Synergized composite approach,2013,Philanthropy,4119
7756,69a0ab3a5DD84a1,Hooper-Roach,https://www.mcclure.com/,China,Cross-group maximized process improvement,2016,Hospitality,1745
7759,Fc473d823CEee23,Bean Group,http://powers.info/,Cook Islands,Advanced asynchronous challenge,2018,Education Management,3888
7760,0022B257Ffa127C,"Humphrey, Hutchinson and Wolf",https://www.tapia.com/,Argentina,Versatile asymmetric monitoring,2001,Restaurants,443
7762,c73dCa8707aAfe2,Jacobs-Carr,http://www.alexander-herrera.com/,Netherlands Antilles,Innovative regional budgetary management,2020,Food Production,2931
7764,7e375C963721f5B,Ball Ltd,https://valenzuela.com/,Portugal,Multi-channeled multimedia utilization,2005,Fishery,6565
7766,9d2FAfa1ef34B0e,"Hale, Moran and Sullivan",http://vega.com/,Gabon,Digitized homogeneous frame,2004,Legal Services,7640
7767,bD39ca418cF586B,Gamble-Strong,http://silva-woodward.org/,Gabon,Devolved mobile migration,2001,Glass / Ceramics / Concrete,1843
7771,9ddaa7D7b99fF4A,Santos-Frost,https://santos-estes.net/,Mozambique,Adaptive fault-tolerant projection,2011,Business Supplies / Equipment,3969
7776,c0b3cEAe9b98A37,"Glover, Moses and Chandler",https://www.velasquez.com/,Antigua and Barbuda,Persistent logistical Graphic Interface,2017,Events Services,1134
7777,9DBcdDF4dcAd7Db,"Harrell, Merritt and Morrow",http://day.biz/,Honduras,Re-contextualized encompassing application,2014,Apparel / Fashion,5346
7779,2a60e89E7bEa2B8,"Sexton, Maldonado and Schaefer",http://fernandez.net/,Bahrain,Reduced 4thgeneration artificial intelligence,2004,Venture Capital / VC,4474
7780,0e99dE18C53e1e5,Hayden-Lewis,https://barker.com/,India,Inverse discrete protocol,2021,Program Development,1789
7785,eb1bfc93baAccE6,Fernandez Ltd,https://www.cooper-blevins.com/,Canada,Realigned actuating adapter,2018,Investment Management / Hedge Fund / Private Equity,1900
7786,E0A1e255Cd8A00E,Allen Ltd,https://www.gamble-holden.info/,Korea,Future-proofed context-sensitive neural-net,2004,Hospital / Health Care,3151
7794,4d8E5bf2c8caE57,Mckay-Lynch,https://barnett-hernandez.org/,Mongolia,User-friendly actuating infrastructure,2011,Consumer Electronics,5520
7795,d80E655Ae96eBb2,Cole and Sons,https://www.hunt.com/,Timor-Leste,Inverse bandwidth-monitored protocol,2012,Outsourcing / Offshoring,953
7799,74F6dD97F7e2Ba0,"Floyd, Ware and Spence",https://www.cordova.com/,Moldova,Seamless multi-state solution,2003,Arts / Crafts,3467
7801,9ACb0cb1f6f88dd,Valdez-Kirby,https://hogan.com/,Eritrea,Virtual demand-driven process improvement,2006,Paper / Forest Products,2012
7803,EA9c2d35F68f7EF,Adams-Higgins,http://cuevas-everett.org/,South Georgia and the South Sandwich Islands,Re-engineered dynamic infrastructure,2018,Wholesale,9682
7805,Af54173f4c8Bfec,Ferguson-Charles,http://bird.com/,Lao People's Democratic Republic,Extended multi-state strategy,2013,Venture Capital / VC,2201
7806,e00FD4F4c4cC9E4,"Jones, Marks and Osborne",https://www.logan.net/,Cuba,Object-based mission-critical database,2005,Civic / Social Organization,8058
7808,EbA8F4DeAEF46E3,Lambert Group,https://caldwell-houston.info/,Angola,User-centric content-based analyzer,2012,Computer Hardware,3345
7809,4E1FEe012E66d53,Stokes Ltd,https://maldonado.com/,Malawi,Public-key mobile hub,2004,Library,5820
7813,b624cD798CD3fCD,Brennan Ltd,https://collier.com/,Angola,Switchable explicit superstructure,2014,Fundraising,5569
7816,744a6C455ADFAe7,Villegas PLC,http://www.diaz.com/,United Arab Emirates,Automated encompassing adapter,2013,Non - Profit / Volunteering,33
7819,2fAEFedfd299ab6,Green-Mccann,http://www.copeland.net/,Bouvet Island (Bouvetoya),Organic neutral hub,2008,Motion Pictures / Film,2323
7820,17CCC72117aC8b5,Bright Group,http://www.barron.com/,Solomon Islands,Ergonomic intermediate methodology,2009,Retail Industry,8013
7821,AB5cfAc5cD919bb,Lin-Kramer,https://boone-ali.info/,Lithuania,Object-based 24hour toolset,2013,Defense / Space,9601
7822,3D754a4dD02A2d2,Marshall-Adkins,http://www.roth.net/,Botswana,Centralized next generation protocol,2011,Information Technology / IT,7646
7824,AFe2aD2c95af030,Blevins-Hendrix,https://www.galloway-king.org/,Turkey,Progressive fresh-thinking concept,2003,Non - Profit / Volunteering,2416
7827,9BF754e0e450d7b,Pierce-Fletcher,http://www.gilmore.net/,Angola,Versatile grid-enabled database,2001,Facilities Services,3604
7829,40f14662ce7eBA1,Allen Ltd,https://gibbs.net/,Tonga,Cross-group multi-tasking concept,2001,Semiconductors,8821
7830,4D12e2be3FDe7e0,Gallegos-Woodard,http://mason.com/,Kenya,De-engineered bi-directional database,2005,Retail Industry,4199
7831,b4CDfdfe2d422e3,"Nash, Colon and Ferrell",http://www.yoder.info/,Thailand,User-centric bandwidth-monitored data-warehouse,2013,Computer Software / Engineering,2314
7832,3cFBDAdf0C3DEC9,"Jennings, Orozco and Velazquez",https://www.powers.org/,Djibouti,Configurable attitude-oriented paradigm,2001,Writing / Editing,7748
7833,Cb35d9F0Dabd6eA,Lowe-Erickson,https://www.vasquez-shaffer.com/,Dominican Republic,Streamlined radical neural-net,2003,Media Production,8173
7834,3e4BDbC0678d7Eb,Frye-Golden,https://cherry.com/,Niue,Future-proofed background instruction set,2002,Program Development,9850
7841,C7F215606d2bc0B,Matthews Inc,http://www.ayala-browning.com/,Costa Rica,Total incremental knowledgebase,2002,Nanotechnology,5459
7845,e594d1cCb3c1a87,Quinn-Elliott,https://blevins.com/,Belgium,Stand-alone intangible hub,2001,Consumer Services,9308
7846,0E8D333ebB29C30,Sullivan Ltd,http://ware.com/,Turkey,Cloned leadingedge contingency,2015,Airlines / Aviation,6935
7847,181EbfA81cEd51B,"Hays, Mullins and Knight",https://mayer.org/,Gabon,Automated leadingedge standardization,2013,Automotive,3127
7848,1B79B8B47cBEca7,Hayes Group,http://www.juarez-chapman.com/,Andorra,Persevering object-oriented help-desk,2016,Alternative Medicine,6307
7852,aD160CddDbfeb3f,Ortega Inc,https://benitez.com/,Norway,Adaptive clear-thinking projection,2007,Consumer Goods,7910
7854,fF3d8A454f1DACc,Riley LLC,http://hensley.biz/,Saint Kitts and Nevis,Reduced scalable emulation,2018,Legislative Office,9743
7855,1aE6F04cA436880,"Branch, Zavala and Williams",https://roberts-floyd.com/,Syrian Arab Republic,Phased 24hour workforce,2021,Package / Freight Delivery,4367
7856,Ce8ba4cc20e60c7,Smith-Morrison,https://www.larsen.com/,Finland,Object-based eco-centric leverage,2017,Aviation / Aerospace,5580
7858,afAC7D37dB8D53D,"Mcclain, Acevedo and Jenkins",http://macdonald.com/,Congo,Upgradable maximized challenge,2020,Staffing / Recruiting,7394
7859,80fBeFA84CdC45C,Cordova Ltd,https://www.becker.org/,Estonia,Exclusive human-resource matrices,2004,Facilities Services,7435
7860,Ad83D04675B8E65,Cross PLC,http://hall-floyd.net/,Montserrat,Intuitive contextually-based website,2020,Writing / Editing,3779
7861,FA5cEaE277a34F7,Wilcox Group,http://mcclure-hanna.com/,Ecuador,Ameliorated web-enabled knowledge user,2007,Government Relations,8934
7863,1143FF03fd0c5D9,Herman-Andersen,http://monroe-whitehead.com/,Guadeloupe,Diverse composite throughput,2004,Judiciary,1348
7864,840de05859FFdad,"Sanders, Arias and Barton",http://www.lindsey-willis.com/,Fiji,Robust impactful task-force,2016,Media Production,3638
7866,bb4ebB80086bB9B,Chase Group,http://velasquez-woodward.info/,Falkland Islands (Malvinas),Innovative actuating matrices,2012,Plastics,6573
7867,8A8AE3D0bB39Dc6,Avila LLC,http://www.hutchinson-key.com/,Lao People's Democratic Republic,Multi-tiered holistic knowledgebase,2012,Professional Training,3966
7870,E078EE32f8cAdc3,"Newman, Gregory and Shah",http://www.rowe.biz/,French Southern Territories,Enterprise-wide regional policy,2007,Human Resources / HR,9476
7872,Ea530eecAFdF202,Kirby and Sons,http://ruiz-walls.com/,Ethiopia,Customer-focused intangible migration,2018,Construction,3880
7877,a4c7BA1c05AC686,Calhoun-Watson,https://morrison-sandoval.com/,Nepal,Balanced motivating Graphical User Interface,2003,Motion Pictures / Film,4133
7882,e844cc96a2a1f9c,Cunningham-Ellison,https://stein.net/,Norway,Total didactic moderator,2009,Hospitality,5152
7884,F7fe26B1EcdaD0d,"Peters, Levine and Solis",https://chambers.com/,Nepal,Configurable global support,2019,Investment Banking / Venture,5640
7885,AD4a55bd76898aC,Nielsen Group,https://trevino.info/,Liberia,Multi-layered reciprocal definition,2004,Glass / Ceramics / Concrete,465
7886,BF511C6c77fBe29,Barry-Blanchard,http://mcneil.com/,Bahrain,Versatile 3rdgeneration function,2009,Government Administration,6316
7887,28156Fa2BaBF3af,Mathews-Singh,https://www.silva.com/,Cambodia,Decentralized demand-driven productivity,2012,Medical Practice,3393
7889,F75daEa6c19eEaB,Collins-Bowman,http://mosley-carroll.info/,Comoros,Networked global database,2012,Professional Training,1378
7890,55Bfd62d4415e4d,Chaney-Cowan,https://www.rhodes.com/,Congo,Front-line reciprocal installation,2005,Biotechnology / Greentech,8945
7892,31F21037B66bcD5,"Jenkins, Graves and Patrick",http://cervantes.com/,Swaziland,Stand-alone holistic installation,2012,Consumer Goods,3908
7893,DFd1F431517eEbe,Hardin Ltd,http://www.hubbard-moon.biz/,Saint Kitts and Nevis,Multi-tiered demand-driven encoding,2010,Package / Freight Delivery,5040
7897,7FdCce82eDDF103,Stewart-Wall,http://collins.biz/,Malaysia,Multi-tiered fresh-thinking hub,2013,Military Industry,2507
7898,E624c553EfD7207,Graham Group,https://brady-logan.net/,Greece,Synchronized bi-directional groupware,2010,Online Publishing,2811
7899,c595722d8ED7CfA,Thompson and Sons,https://chaney.com/,Gambia,Managed dynamic emulation,2005,Aviation / Aerospace,4630
7900,d4CECcBC8cdC4ca,Cameron LLC,https://rivas.com/,Morocco,Adaptive heuristic strategy,2020,Legal Services,3628
7906,6e0ba0c89Bb9C87,Rose Ltd,http://www.collier.com/,Anguilla,Organized bottom-line initiative,2003,Library,8431
7908,563fa27fBBc0273,Ho Group,https://burnett.com/,Sierra Leone,Managed encompassing projection,2009,Individual / Family Services,4395
7913,Ee821E7d7b3BB4E,Finley Inc,http://www.vaughan-coleman.info/,Panama,Up-sized asymmetric frame,2009,Media Production,7374
7914,f7fD3Bfa7CeFDFb,Yang and Sons,http://owen-preston.net/,Belgium,Adaptive client-server firmware,2018,Construction,624
7915,A2dDcA5868DE04F,Mercado-Rocha,http://www.robbins.com/,Benin,Diverse modular workforce,2006,Writing / Editing,770
7917,d77F2c0E10Df7EF,Curtis Inc,http://www.bishop.com/,Switzerland,Profit-focused dedicated artificial intelligence,2006,Legislative Office,497
7919,DdA53D3Bd12EE1D,Evans-Bell,http://adams.com/,Lao People's Democratic Republic,Programmable local time-frame,2013,Performing Arts,4687
7922,0DcCCF8bf7cB936,Mercer-Barrett,http://hoover.com/,Peru,Business-focused multi-state time-frame,2006,Capital Markets / Hedge Fund / Private Equity,189
7923,4ba15EFeA1aeeBa,Vasquez PLC,http://www.estes.com/,Morocco,Proactive composite moderator,2018,Airlines / Aviation,3668
7924,f9cdFd6bAbCc0eB,"Peters, Roberts and Merritt",http://moon.com/,Brunei Darussalam,Synchronized intermediate paradigm,2011,Wholesale,5065
7926,DFfdDDd5FEBb329,Nichols Ltd,https://knapp.net/,New Zealand,Versatile intermediate complexity,2013,Food / Beverages,7863
7927,a67E3bBD4B9C2d3,Ramsey-Mcintosh,https://park.net/,Malaysia,Universal 3rdgeneration knowledge user,2015,Investment Banking / Venture,3374
7928,4AAAE26cDf3f8bf,Herring Group,http://www.dougherty.com/,Syrian Arab Republic,Visionary hybrid productivity,2014,Electrical / Electronic Manufacturing,4749
7929,39D4dF9ECeeFAfC,Rangel PLC,https://www.key.info/,Libyan Arab Jamahiriya,Cross-platform intermediate initiative,2007,Museums / Institutions,6556
7932,A079C8A37ECFc63,Barker Inc,http://winters.com/,Botswana,Compatible intangible Graphical User Interface,2006,Hospitality,1412
7938,e09dfDF5Beacd09,Ashley-Mclaughlin,https://gutierrez.biz/,Montenegro,Object-based 6thgeneration definition,2010,Sporting Goods,2525
7940,40FA7BDb6E9B7E9,Andrade Group,https://www.banks-lindsey.biz/,Spain,Reduced disintermediate collaboration,2014,Construction,8539
7946,40bebDBb05CfBec,Bullock Group,http://walsh-webster.com/,Barbados,Face-to-face explicit framework,2009,Outsourcing / Offshoring,6044
7949,aCf3DeAb4D7386f,"Murphy, Humphrey and Harrison",https://www.krueger.com/,United States of America,Phased didactic architecture,2007,Utilities,5244
7952,C9Aa7b8f08de141,"Waters, Brady and Shannon",http://www.shah.com/,Northern Mariana Islands,Advanced dedicated capability,2017,International Trade / Development,8884
7954,f2258ADc7c8C11A,"Duarte, Hobbs and Christian",https://curtis.com/,Ethiopia,Diverse tangible service-desk,2012,Commercial Real Estate,6100
